workerid,spinnerID,payoff1,payoff2,payoff3,prob1,prob2,prob3,win,winProb,angleProp,response,winChoice,EV,PE,happy,sad,anger,surprise,disgust,fear,content,disapp,pcomp1 (valence),pcomp2 (negative arousal),dummy,Analysis,Overall Valence,Overall Arousal,Avg ID1,Avg ID2,scale1 (relative valence),scale2 (negative relative arousal)
A578KKFXCH6DX,19,25,45,80,0.31,0.32,0.37,25,0.31,0.299,Jake is happy to have won some money. He can't help thinking; though; that he missed out on $80; which he actually had a slightly larger chance of winning. He hopes he wins $80 on his next spin and knows his odds are pretty good.,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'happy': [7.34, 5.46, ['happy', 'a little good'], 2]}",7.34,5.46,,,,4.5
A1MVIKO1GL51YY,19,25,45,80,0.31,0.32,0.37,25,0.31,0.401,Frank is disappointed he didn't win a larger amount since the odds where in favor of a larger winning.,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
A1CCAFAD05OR0O,19,25,45,80,0.31,0.32,0.37,25,0.31,0.968,Mike is disappointed.  His spin landed on the smallest section of the wheel; and he was only a few inches from almost doubling his money.  ,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
A2P9CB7M5EG2II,19,25,45,80,0.31,0.32,0.37,25,0.31,0.493,Though it is the least amount the player will be happy to have won this. As 'something' is better than 'nothing'.,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A2HR7ZIX42FEPG,19,25,45,80,0.31,0.32,0.37,25,0.31,0.159,Because it stopped so close to 80 he probably bummed out having not won the 80 dollars. He probably also is bummed out not to have more than 25; but probably is glad regardless.,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'fortunate': [7.09, 5.16, ['glad'], 1], 'sad': [2.39, 4.78, ['bummed'], 2]}",3.96,4.91,,,,4.5
A30IS80MAGH20S,19,25,45,80,0.31,0.32,0.37,25,0.31,0.635,Disappointed,1,51.75,-26.75,4.227272727,3.954545455,3.136363636,4.590909091,2.909090909,1.727272727,3.545454545,5.636363636,-3.835292668,-0.229430084,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
A3R7OA5VLKONPU,20,25,45,80,0.26,0.32,0.42,45,0.32,0.838,happy; since he won the middle amount.,2,54.5,-9.5,5.92,2.68,1.76,4.12,1.92,1.28,4.84,4,-0.599944844,0.88166021,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,6.066666667,5.271666667,1.566666667,-0.771666667
A1MVIKO1GL51YY,20,25,45,80,0.26,0.32,0.42,45,0.32,0.639,He is probably glad he won the $45 amount but wishes he had won the $80.,2,54.5,-9.5,5.92,2.68,1.76,4.12,1.92,1.28,4.84,4,-0.599944844,0.88166021,1,"{'fortunate': [7.09, 5.16, ['glad', 'wishes'], 2]}",7.09,5.16,,,,4.5
A3FMBZRXBR0BH6,20,25,45,80,0.26,0.32,0.42,45,0.32,0.348,Bob still feels good because he won the middle amount available.,2,54.5,-9.5,5.92,2.68,1.76,4.12,1.92,1.28,4.84,4,-0.599944844,0.88166021,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,,,,4.5
A12DDKXPSHDPSV,20,25,45,80,0.26,0.32,0.42,45,0.32,0.133,Frank is disappointed that he didn't win $80 because it takes up the largest percentage of the wheel.,2,54.5,-9.5,5.92,2.68,1.76,4.12,1.92,1.28,4.84,4,-0.599944844,0.88166021,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
ATG5DIBOFXR7C,20,25,45,80,0.26,0.32,0.42,45,0.32,0.201,He is disappointed he didnt win the most but satisfied he didnt win the least.,2,54.5,-9.5,5.92,2.68,1.76,4.12,1.92,1.28,4.84,4,-0.599944844,0.88166021,1,"{'content': [7.94, 4.95, ['satisfied'], 1], 'disappointed': [2.39, 4.92, ['disappointed'], 1]}",5.17,4.93,,,,4.5
A3MV1DRG1VT6S2,20,25,45,80,0.26,0.32,0.42,45,0.32,0.07,He would feel ok with this because it was not the lowest payout and was the second largest section.,2,54.5,-9.5,5.92,2.68,1.76,4.12,1.92,1.28,4.84,4,-0.599944844,0.88166021,1,"{'content': [6.06, 4.7, ['ok'], 1]}",6.06,4.7,,,,4.5
A324HA2AP7AU8Q,21,25,45,80,0.3,0.3,0.4,80,0.4,0.756,George is very happy to have won the largest prize.  Although; again; he sort of expected it because the section was bigger.,3,53,27,8.3,1.05,1.1,6.7,1.1,1.2,7.25,1.4,4.432979583,-0.844164218,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,7.212857143,6.047142857,2.712857143,-1.547142857
A3FMBZRXBR0BH6,21,25,45,80,0.3,0.3,0.4,80,0.4,0.545,Jake is very happy because it is natural to be excited about any amount of money if it is the \top\ amount for the game. No matter the amount.,3,53,27,8.3,1.05,1.1,6.7,1.1,1.2,7.25,1.4,4.432979583,-0.844164218,1,"{'excited': [7.5, 7.67, ['excited'], 1], 'happy': [9.22, 7.49, ['very happy'], 1]}",8.36,7.58,,,,4.5
A21L1O4MOGTUCH,21,25,45,80,0.3,0.3,0.4,80,0.4,0.718,Tom is very excited that he won the largest amount on the spinning wheel.,3,53,27,8.3,1.05,1.1,6.7,1.1,1.2,7.25,1.4,4.432979583,-0.844164218,1,"{'excited': [8.5, 8.67, ['very excited'], 1]}",8.5,8.67,,,,4.5
A1WND2TPRFA4H,21,25,45,80,0.3,0.3,0.4,80,0.4,0.661,Happy,3,53,27,8.3,1.05,1.1,6.7,1.1,1.2,7.25,1.4,4.432979583,-0.844164218,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
ARI7XTF8WJTI8,21,25,45,80,0.3,0.3,0.4,80,0.4,0.353,David most likely expected to win $80. The chance of spinning it was greater than spinning the other two.,3,53,27,8.3,1.05,1.1,6.7,1.1,1.2,7.25,1.4,4.432979583,-0.844164218,1,{},0,0,,,,4.5
AEX9MA72M10DC,21,25,45,80,0.3,0.3,0.4,80,0.4,0.482,Ecstatic and ready to get his reward!,3,53,27,8.3,1.05,1.1,6.7,1.1,1.2,7.25,1.4,4.432979583,-0.844164218,1,"{'rewarded': [7.53, 4.95, ['reward'], 1], 'excited': [8.66, 6.92, ['ecstatic'], 1]}",8.1,5.94,,,,4.5
A236LC3K242Y4B,21,25,45,80,0.3,0.3,0.4,80,0.4,0.334,He is very glad for having won the largest amount.,3,53,27,8.3,1.05,1.1,6.7,1.1,1.2,7.25,1.4,4.432979583,-0.844164218,1,"{'fortunate': [8.09, 6.16, ['very glad'], 1]}",8.09,6.16,,,,4.5
A3VPLXGSHH2R9S,22,20,60,90,0.32,0.16,0.52,20,0.32,0.65,a little sad he didnt win $90 since the size of the $90 section is huge.,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'sad': [2.62, 5.13, ['a little sad'], 1]}",2.62,5.13,3.333333333,4.758888889,-1.166666667,-0.258888889
AMHS55IO8IWSH,22,20,60,90,0.32,0.16,0.52,20,0.32,0.725,John probably felt pretty bad actually. He didn't hit the largest part of the pie that had the most amount of money associated with it. ,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'unfortunate': [3.0, 5.0, ['a little bad'], 1]}",3,5,,,,4.5
A3PR3TT31JCSEN,22,20,60,90,0.32,0.16,0.52,20,0.32,0.5,He probably wishes it landed on 60 or 90 since the overall chance for a big prize was higher he was pretty unlucky.,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'unfortunate': [3.0, 5.0, ['a little unlucky'], 1], 'fortunate': [7.09, 5.16, ['wishes'], 1]}",5.05,5.08,,,,4.5
AQ6WLDBYMYLW6,22,20,60,90,0.32,0.16,0.52,20,0.32,0.684,Mike is not pleased. Not only did he win the lowest amount; but he had OVER 50% chance of winning $90 as well.,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'happy': [3.45, 1.41, ['not pleased'], 1]}",3.45,1.41,,,,4.5
A7MDNLR6XMWBI,22,20,60,90,0.32,0.16,0.52,20,0.32,0.146,He feels a little disappointed because he won $20 instead of the $90. He had a higher probability to get the $90.,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'disappointed': [3.39, 5.92, ['a little disappointed'], 1]}",3.39,5.92,,,,4.5
A1CCAFAD05OR0O,22,20,60,90,0.32,0.16,0.52,20,0.32,0.443,Alex has to be a little annoyed with only winning $20.  The largest sum of money comprised over half the wheel; and he still couldn't get there.,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'annoying': [4.5, 5.74, ['a little annoyed'], 1]}",4.5,5.74,,,,4.5
A117G4HSX1Y0LQ,22,20,60,90,0.32,0.16,0.52,20,0.32,0.914,Steve is upset! The probability of winning $90 was so high and he landed on the smallest prize.,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'sad': [2.0, 5.86, ['upset'], 1]}",2,5.86,,,,4.5
A1MVIKO1GL51YY,22,20,60,90,0.32,0.16,0.52,20,0.32,0.841,Steve is probably disappointed in the $20 winning; since the odds where in his favor to win a larger amount.,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,,4.5
A21L1O4MOGTUCH,22,20,60,90,0.32,0.16,0.52,20,0.32,0.452,Frank is not to excited that he only won 20 dollars\n,1,62.8,-42.8,3.115384615,4.307692308,3.615384615,5.307692308,3.346153846,1.346153846,2.961538462,6.846153846,-5.459539358,-0.996465048,1,"{'excited': [3.6, 3.77, ['not excited'], 1]}",3.6,3.77,,,,4.5
A3MV1DRG1VT6S2,23,20,60,90,0.34,0.22,0.44,60,0.22,0.699,I would think he felt good about this spin because it could have landed on the larger section for less.Disappointed that it didn't land in the largest section with highest number.,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,6.471111111,6.026666667,1.971111111,-1.526666667
A3EBZQ81L976E1,23,20,60,90,0.34,0.22,0.44,60,0.22,0.082,Tom feels disappointed that he didn't win $90 when that section had outcome had the highest probability of occuring. He is happy that he won $60 instead of $20; however.,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.31,5.71,,,,4.5
A30N110TZJLSTN,23,20,60,90,0.34,0.22,0.44,60,0.22,0.341,not to shabby,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'sad': [5.22, 8.16, ['not shabby'], 1]}",5.22,8.16,,,,4.5
A09281221R5UN2B9X8VQQ,23,20,60,90,0.34,0.22,0.44,60,0.22,0.18,I think he feels good about it.  He won the middle prize which is better than the least prize.,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,,,,4.5
A2P9CB7M5EG2II,23,20,60,90,0.34,0.22,0.44,60,0.22,0.783,Though it is not the highest amount in the wheel. he will be happy with the result.,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A578KKFXCH6DX,23,20,60,90,0.34,0.22,0.44,60,0.22,0.153,Eric is pretty happy to have won $60. He would have preferred to win $90; but he saw that his odds of winning $60 were actually less than winning $20; so he was happy to have won as much as he did.,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'happy': [7.72, 5.99, ['a little happy', 'happy'], 2]}",7.72,5.99,,,,4.5
A3PR3TT31JCSEN,23,20,60,90,0.34,0.22,0.44,60,0.22,0.56,He feels annoyed that he didn't get 90; he thought there was no way he could get anything else,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'annoying': [3.5, 4.74, ['annoyed'], 1]}",3.5,4.74,,,,4.5
A3R7OA5VLKONPU,23,20,60,90,0.34,0.22,0.44,60,0.22,0.006,good; he won the middle amount,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,,,,4.5
A15BTZ2F2YSQ8I,23,20,60,90,0.34,0.22,0.44,60,0.22,0.111,James may be a bit surprised.  He had a greater chance at 90 but didn't do too bad.  At least he fell in the middle.  ,2,59.6,0.4,6.407407407,2.185185185,1.851851852,5.555555556,1.740740741,1.259259259,5.259259259,3.814814815,0.398524399,-0.217668206,1,"{'unfortunate': [4.25, 6.25, ['not very bad'], 1], 'surprised': [7.47, 7.47, ['surprised'], 1]}",5.86,6.86,,,,4.5
A324HA2AP7AU8Q,24,20,60,90,0.33,0.2,0.47,90,0.47,0.033,He is relieved; but not as happy as he would have been if there was less of a chance to win the highest amount.  ,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,"{'happy': [3.39, 1.67, ['not happy'], 1], 'fortunate': [7.09, 5.16, ['relieved'], 1]}",5.24,3.42,6.927777778,5.552222222,2.427777778,-1.052222222
A290W8BVTNK0ZY,24,20,60,90,0.33,0.2,0.47,90,0.47,0.748,Excited and pumped that he won the highest amount that you are able to win. ,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,"{'excited': [7.5, 7.67, ['excited'], 1]}",7.5,7.67,,,,4.5
A35R4R94ZTZFSV,24,20,60,90,0.33,0.2,0.47,90,0.47,0.929,Happy because he won the largest amount of $ possible.,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
AQ6WLDBYMYLW6,24,20,60,90,0.33,0.2,0.47,90,0.47,0.521,James is pleased; though he wasn't TOO worried about landing on the other ones; as he had a high chance of landing on the one he did.,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,"{'happy': [8.01, 5.97, ['pleased'], 1]}",8.01,5.97,,,,4.5
A30N110TZJLSTN,24,20,60,90,0.33,0.2,0.47,90,0.47,0.181,back on track,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,{},0,0,,,,4.5
A1MVIKO1GL51YY,24,20,60,90,0.33,0.2,0.47,90,0.47,0.226,Jake is excited he won the $90 and figured he had a good chance of winning the amount since the odds where in his favor.,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,"{'excited': [7.5, 7.67, ['excited'], 1], 'happy': [7.47, 5.43, ['good'], 1]}",7.49,6.55,,,,4.5
A131CBUQKTKOA5,24,20,60,90,0.33,0.2,0.47,90,0.47,0.918,Mike feels really happy and satisfied. ,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,"{'content': [7.94, 4.95, ['satisfied'], 1], 'happy': [9.22, 7.49, ['very happy'], 1]}",8.58,6.22,,,,4.5
A2P9CB7M5EG2II,24,20,60,90,0.33,0.2,0.47,90,0.47,0.473,It is the highest amount on the board. So the player will be very happy.,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,,4.5
A236LC3K242Y4B,24,20,60,90,0.33,0.2,0.47,90,0.47,0.488,Very glad; since the chances for the largest amount were on his favor.,3,60.9,29.1,8.352941176,1,1,5.411764706,1,1.058823529,7.058823529,1,4.408992333,0.347535265,1,"{'fortunate': [8.09, 6.16, ['very glad'], 1]}",8.09,6.16,,,,4.5
ATG5DIBOFXR7C,25,15,50,75,0.21,0.36,0.43,15,0.21,0.229,He is disappointed he won the least amount.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,3.273076923,4.720769231,-1.226923077,-0.220769231
A578KKFXCH6DX,25,15,50,75,0.21,0.36,0.43,15,0.21,0.611,Bob is a little happy to have won some money. But; he had a great chance at winning $75 and he didn't get it; so he feels a little disappointed; to. Bob is looking forward to future spins because he sees that he has a very good chance to win $50 or $75 more.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'great': [8.5, 8.5, ['great'], 1], 'disappointed': [3.39, 5.92, ['a little disappointed'], 1], 'happy': [7.84, 5.96, ['a little happy', 'very good'], 2]}",6.9,6.59,,,,4.5
A18HFV4R3DNHOQ,25,15,50,75,0.21,0.36,0.43,15,0.21,0.62,I would be somewhat disappointed; though happy that I still won something. Seeing as he had a chance of winning $75; it stinks to only win $15.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'disappointed': [3.39, 5.92, ['a little disappointed'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.81,6.21,,,,4.5
A3MV1DRG1VT6S2,25,15,50,75,0.21,0.36,0.43,15,0.21,0.449,He would feel let down that it landed in the smallest section with the least payout.The odds were in his favor before the spin because the two largest sections had higher payout.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'sad': [2.13, 5.07, ['down'], 1]}",2.13,5.07,,,,4.5
A12DDKXPSHDPSV,25,15,50,75,0.21,0.36,0.43,15,0.21,0.293,Eric can't believe he won the least amount because it barely takes up any of the wheel.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,{},0,0,,,,4.5
A3R7OA5VLKONPU,25,15,50,75,0.21,0.36,0.43,15,0.21,0.501,sad; he won the smallest amount on the smallest space,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'sad': [1.61, 4.13, ['sad'], 1]}",1.61,4.13,,,,4.5
A2JVVBXUEKSD6J,25,15,50,75,0.21,0.36,0.43,15,0.21,0.477,Disappointing because that's the lowest amount of money. It also had the lowest odds.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'disappointed': [2.39, 4.92, ['disappointing'], 1]}",2.39,4.92,,,,4.5
A131CBUQKTKOA5,25,15,50,75,0.21,0.36,0.43,15,0.21,0.015,Alex probably is slightly disappointed because while he still won some money; he was hoping for more and they was a good chance he could have gotten more.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'inspired': [7.1, 5.78, ['hoping'], 1], 'disappointed': [3.39, 5.92, ['a little disappointed'], 1], 'happy': [7.47, 5.43, ['good'], 1]}",5.99,5.71,,,,4.5
A219M3DT6KUL7C,25,15,50,75,0.21,0.36,0.43,15,0.21,0.896,Odds were against David winning $15; so he is not very happy with the outcome. It could have been a lot more if he would have spun at a different speed.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'happy': [4.39, 2.67, ['not very happy'], 1]}",4.39,2.67,,,,4.5
AQ6WLDBYMYLW6,25,15,50,75,0.21,0.36,0.43,15,0.21,0.613,Steve is angry. He won the lowest amount of money on the piece with the lowest probability.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'angry': [2.85, 7.17, ['angry'], 1]}",2.85,7.17,,,,4.5
A2HR7ZIX42FEPG,25,15,50,75,0.21,0.36,0.43,15,0.21,0.434,He likely expected to win either 50 or 75 given how much of the sections they occupy so he is probably bummed out in general. So he is bummed out to only have the 15; but still glad to have something?,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'fortunate': [7.09, 5.16, ['glad'], 1], 'sad': [2.39, 4.78, ['bummed'], 2]}",3.96,4.91,,,,4.5
AMHS55IO8IWSH,25,15,50,75,0.21,0.36,0.43,15,0.21,0.233,Eric more than likely feels let down. He still won money; but he wont the lowest amount offered. He may also be cursing his luck considering he had the smallest probability of hitting that fraction of the wheel. ,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'sad': [2.13, 5.07, ['down'], 1]}",2.13,5.07,,,,4.5
A2SJ48G1X5OSN8,25,15,50,75,0.21,0.36,0.43,15,0.21,0.248,Cheated. His odds were far better for bigger winnings.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,1,"{'unfortunate': [2.0, 4.0, ['cheated'], 1]}",2,4,,,,4.5
A1CCAFAD05OR0O,26,15,50,75,0.24,0.4,0.36,50,0.4,0.439,Scott is probably really excited about having won that amount of money.  He is excited because he could have won much less.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'excited': [8.0, 8.17, ['very excited', 'excited'], 2]}",8,8.17,7.367777778,6.098888889,2.867777778,-1.598888889
A131CBUQKTKOA5,26,15,50,75,0.24,0.4,0.36,50,0.4,0.766,I think he feels good; he won a good amount.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'happy': [7.47, 5.43, ['good'], 2]}",7.47,5.43,,,,4.5
A2SJ48G1X5OSN8,26,15,50,75,0.24,0.4,0.36,50,0.4,0.859,Pretty pleased. His odds were best of winning $50; so he probably isn't too surprised either.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'surprised': [4.61, 4.61, ['not very surprised'], 1], 'happy': [7.01, 4.97, ['a little pleased'], 1]}",5.81,4.79,,,,4.5
ATG5DIBOFXR7C,26,15,50,75,0.24,0.4,0.36,50,0.4,0.462,He is disappointed he didnt win the most but satisfied he didnt win the least.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'content': [7.94, 4.95, ['satisfied'], 1], 'disappointed': [2.39, 4.92, ['disappointed'], 1]}",5.17,4.93,,,,4.5
A18HFV4R3DNHOQ,26,15,50,75,0.24,0.4,0.36,50,0.4,0.563,James is most likely happy. He got the mid-end result; and walks away with a good amount of money. Nothing wrong with that; really.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'happy': [7.84, 5.96, ['happy', 'good'], 2]}",7.84,5.96,,,,4.5
A12DDKXPSHDPSV,26,15,50,75,0.24,0.4,0.36,50,0.4,0.028,He's happy that he won $50; but he would be more happy had he won the $75.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'happy': [8.22, 6.49, ['happy'], 2]}",8.22,6.49,,,,4.5
A25DHXVNVC0VPW,26,15,50,75,0.24,0.4,0.36,50,0.4,0.743,Jake should feel very good. Even though $75 would have been better; $50 is a great amount to earn just by spinning a wheel.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'great': [8.5, 8.5, ['great'], 1], 'happy': [8.47, 6.43, ['very good'], 1]}",8.49,7.47,,,,4.5
AEX9MA72M10DC,26,15,50,75,0.24,0.4,0.36,50,0.4,0.896,Glad the he won more than $15.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'fortunate': [7.09, 5.16, ['glad'], 1]}",7.09,5.16,,,,4.5
A35B3KI1K34CRA,26,15,50,75,0.24,0.4,0.36,50,0.4,0.069,he is happy he won the middle amount,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,,4.5
A3FMBZRXBR0BH6,27,15,50,75,0.25,0.38,0.37,75,0.37,0.11,Great,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,1,"{'great': [8.5, 8.5, ['great'], 1]}",8.5,8.5,7.875,6.886666667,3.375,-2.386666667
A6K30KTZC5MYT,27,15,50,75,0.25,0.38,0.37,75,0.37,0.684,Very happy;  He hit the highest prize possible.  He feels victorious.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,,4.5
