workerid,spinnerID,payoff1,payoff2,payoff3,prob1,prob2,prob3,win,winProb,angleProp,response,winChoice,EV,PE,happy,sad,anger,surprise,disgust,fear,content,disapp,pcomp1,pcomp2,dummy
A2SJ48G1X5OSN8,25,15,50,75,0.21,0.36,0.43,15,0.21,0.248,Cheated. His odds were far better for bigger winnings.,1,53.4,-38.4,3.217391304,5.086956522,3.869565217,5.434782609,3.434782609,1.52173913,2.608695652,6.739130435,-5.876877144,-1.282271458,0
ADJ24P3SDIKOA,26,15,50,75,0.24,0.4,0.36,50,0.4,0.387,I think bob is really happy that he won 50$. He is excited it was more than 15$ bt kinda bummed that it wasn't the 75$,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A1IQFCP21AQGR,26,15,50,75,0.24,0.4,0.36,50,0.4,0.514,Scott probably feels pretty good. He had the same chance to win $50 and $75; but a small chance to win $15 as well. So not getting the $15 is a good thing.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A1CCAFAD05OR0O,26,15,50,75,0.24,0.4,0.36,50,0.4,0.439,Scott is probably really excited about having won that amount of money.  He is excited because he could have won much less.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
ARL02LF79QANB,26,15,50,75,0.24,0.4,0.36,50,0.4,0.527,I think he would be pleased with the amount he won.  Though it wasn't the largest amount; he won more than the smallest amount which was only $15.  He only was short $25 from the largest amount he could of won.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A38TMLR6TTYAYI,26,15,50,75,0.24,0.4,0.36,50,0.4,0.309,He is happy but a little disappointed that he did not win $75.\n\n,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A3VP27UUQ34OXK,26,15,50,75,0.24,0.4,0.36,50,0.4,0.805,Bob is pretty happy he won $55.  Of course; he'd rather he won the $75.  But he is also relieved that he didn't win the $15.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A131CBUQKTKOA5,26,15,50,75,0.24,0.4,0.36,50,0.4,0.766,I think he feels good; he won a good amount.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A235ULDV4XUVDM,26,15,50,75,0.24,0.4,0.36,50,0.4,0.01,happy that he won more then 15,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A1MKYMYY34DZIO,26,15,50,75,0.24,0.4,0.36,50,0.4,0.802,He feels decent. He won a good amount of money; but he also knew he had a good chance of winning $75. At least he didn't end up with $15.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A2SJ48G1X5OSN8,26,15,50,75,0.24,0.4,0.36,50,0.4,0.859,Pretty pleased. His odds were best of winning $50; so he probably isn't too surprised either.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
ATG5DIBOFXR7C,26,15,50,75,0.24,0.4,0.36,50,0.4,0.462,He is disappointed he didnt win the most but satisfied he didnt win the least.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A3BY68N6X2BEGS,26,15,50,75,0.24,0.4,0.36,50,0.4,0.345,While he probably had as much chance for $50 as he did $75; George is happy and relieved that he made it out of there with $50 instead of $15.  He didn't win the top prize and he's disappointed; but $50 is better than $15!,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
APWXTMJO1I1ST,26,15,50,75,0.24,0.4,0.36,50,0.4,0.464,I think James is pleased with that,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A376U7ST26TZ43,26,15,50,75,0.24,0.4,0.36,50,0.4,0.579,He feels good to have won the second highest prize. ,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A1662KZ3DCOHHJ,26,15,50,75,0.24,0.4,0.36,50,0.4,0.378,George is quite pleased with his winnings. Not as happy as he'd have been with $75; but given that $50 was the most likely outcome; he's happy.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
AP121G7XM1WVA,26,15,50,75,0.24,0.4,0.36,50,0.4,0.257,Mike is delighted that he avoided the minimal prize outcome. He can't wait to go buy ARGO on Blu-ray!,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A18HFV4R3DNHOQ,26,15,50,75,0.24,0.4,0.36,50,0.4,0.563,James is most likely happy. He got the mid-end result; and walks away with a good amount of money. Nothing wrong with that; really.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A1NR95359ACDZD,26,15,50,75,0.24,0.4,0.36,50,0.4,0.79,Steve is happy better $50 than $15.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A12DDKXPSHDPSV,26,15,50,75,0.24,0.4,0.36,50,0.4,0.028,He's happy that he won $50; but he would be more happy had he won the $75.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
ATNPYNSA58YEV,26,15,50,75,0.24,0.4,0.36,50,0.4,0.418,James is pretty happy to win $50. It is not the $75 he wanted but not much of a difference between the $50 and $75. ,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A121XPLMG5SJIE,26,15,50,75,0.24,0.4,0.36,50,0.4,0.271,Happy and lucky that it wasn't the lowest amount,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A3V7O93XRXINKE,26,15,50,75,0.24,0.4,0.36,50,0.4,0.522,He feels pretty good. It's a large portion of the wheel and he won a decent amount of money.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
AT3C00TKZK13L,26,15,50,75,0.24,0.4,0.36,50,0.4,0.727,Mike is glad the roulette did not stop at $15; but he would have preferred the $75. ,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A25DHXVNVC0VPW,26,15,50,75,0.24,0.4,0.36,50,0.4,0.743,Jake should feel very good. Even though $75 would have been better; $50 is a great amount to earn just by spinning a wheel.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
AEX9MA72M10DC,26,15,50,75,0.24,0.4,0.36,50,0.4,0.896,Glad the he won more than $15.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A3I546VTF7B6YX,26,15,50,75,0.24,0.4,0.36,50,0.4,0.003,Alex is feeling happy that his spin fell on the $50. Alex is determined to spin again. Alex is anxious for a bigger win.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A2YTOX7SEDJ1TC,26,15,50,75,0.24,0.4,0.36,50,0.4,0.431,Proably pretty happy to get $50. It isn't the lowest amount; so it must feel good to land on it.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
APC3O2O8O9XPO,26,15,50,75,0.24,0.4,0.36,50,0.4,0.966,He felt extremely excited and happy!,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A19ZT0TQPFA2,26,15,50,75,0.24,0.4,0.36,50,0.4,0.804,A good amount; the second highest; so Eric is happy. He must have known that the odds were in his favor to win that amount; so he isn't surprised by the outcome. He is happy and glad he didn't get any lower. ,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
AHY4ZL9KJP8QQ,26,15,50,75,0.24,0.4,0.36,50,0.4,0.291,Happy he won 50; but sad he didn't win 75.,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A35B3KI1K34CRA,26,15,50,75,0.24,0.4,0.36,50,0.4,0.069,he is happy he won the middle amount,2,50.6,-0.6,6.333333333,2.619047619,1.714285714,4.476190476,1.904761905,1.047619048,5.571428571,3.666666667,0.201547396,0.426150501,0
A80VSGAD9H8VE,27,15,50,75,0.25,0.38,0.37,75,0.37,0.217,He was very happy about winning the top prize; but not very surprised because the odds were a little bit in his favor.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
AQ277F26ZFB1K,27,15,50,75,0.25,0.38,0.37,75,0.37,0.258,wow steve most be happy. he got the biggest amount of money. he most be jumping of joy,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
AP121G7XM1WVA,27,15,50,75,0.25,0.38,0.37,75,0.37,0.7,Thrilled. He won the maximum prize; and avoided the least prize amount.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A3FMBZRXBR0BH6,27,15,50,75,0.25,0.38,0.37,75,0.37,0.11,Great,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A6K30KTZC5MYT,27,15,50,75,0.25,0.38,0.37,75,0.37,0.684,Very happy;  He hit the highest prize possible.  He feels victorious.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A2NVNTNQ6KH6JR,27,15,50,75,0.25,0.38,0.37,75,0.37,0.029,Yes! He totally ecstatic the he just won $75. Today couldn't have been any better! ,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
AT3C00TKZK13L,27,15,50,75,0.25,0.38,0.37,75,0.37,0.533,Tom is very excited! He won the biggest prize in the roulette. ,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A9DJ4U0G0MAA3,27,15,50,75,0.25,0.38,0.37,75,0.37,0.49,very happy; but not at max happiness. max payout had one of highest probabilities. ,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A578KKFXCH6DX,27,15,50,75,0.25,0.38,0.37,75,0.37,0.289,Scott is very happy to have won the largest amount of money possible on his spin. He is not too surprised that he won; however; because his odds of winning $50 or $75 were greater than getting the smallest amount of $15. He's happy to be playing a game with such good odds and feels confident.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A3UOH4UMWWV216,27,15,50,75,0.25,0.38,0.37,75,0.37,0.927,good,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A290W8BVTNK0ZY,27,15,50,75,0.25,0.38,0.37,75,0.37,0.182,Excited and enthusiastic that he won the highest amount that you can win on a spin. ,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A3BY68N6X2BEGS,27,15,50,75,0.25,0.38,0.37,75,0.37,0.575,$75 is great!  James feels very very good.  He had a really good chance of getting $75 or $50 and he came out on top.  He's feeling very confidant and happy!,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
APC3O2O8O9XPO,27,15,50,75,0.25,0.38,0.37,75,0.37,0.777,He felt disappointing.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A3HOZA7QXYKN5Y,27,15,50,75,0.25,0.38,0.37,75,0.37,0.822,He felt good; because it was the highest award. But he didn't feel really good; because it was easy to get the highest award. The space was biggest; so it doesn't feel as good.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A7MDNLR6XMWBI,27,15,50,75,0.25,0.38,0.37,75,0.37,0.837,Mike is happy and excited he won the grand prize of $75; he had a good chance of landing on it.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A3TSX6OITQPBR6,27,15,50,75,0.25,0.38,0.37,75,0.37,0.197,Mike feels great. After all; he won the highest amount that he possibly could; and the amount is quite substantial.  Furthermore; he is happy that the odds were in his favor because the chances of him winning $75 was greater than the chance of him winning only $15.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
AHP3TKMY58D8Z,27,15,50,75,0.25,0.38,0.37,75,0.37,0.305,Mike got the maximum prize! He is pumped and is planning on taking the kids out to dinner tonight. ,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A2OKWUWYQBDVPB,27,15,50,75,0.25,0.38,0.37,75,0.37,0.491,Jacob is happy he won $75. It was the highest payout on the wheel. He's content.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A2ICGX21IQ48M9,27,15,50,75,0.25,0.38,0.37,75,0.37,0.627,Super excited because it was the maximum amount that he could have won.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
A1IQFCP21AQGR,27,15,50,75,0.25,0.38,0.37,75,0.37,0.215,David is happy as a lark. He won the most he could.,3,50.5,24.5,8.32,1.16,1.08,6,1.2,1.08,6.6,1.56,3.889529786,-0.152627745,0
AJBIFVO08W3GX,28,40,65,100,0.36,0.4,0.24,40,0.36,0.193,I think he is not dissapointed because he knew he would win at least 40 dollars; but might feel a little sad he didn't win the most.  The chances were great he would either win 40 or 65 which arnen't that different; so he most likely expected that outcome at least 50%,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A2NKX5IMNPQTTI,28,40,65,100,0.36,0.4,0.24,40,0.36,0.362,I really feel ambivalent. It's not like he won a lot. But I suppose it's more money then he had previously so he should be glad but maybe not overjoyed.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A15BTZ2F2YSQ8I,28,40,65,100,0.36,0.4,0.24,40,0.36,0.363,Charlie is probably a little disappointed.  I don't know anything about Charlie but I would be happy to have just won anything.  I'm sure he was hoping for 100 or even 65 because they were obviously not the highest possible amount.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A21L1O4MOGTUCH,28,40,65,100,0.36,0.4,0.24,40,0.36,0.721,He is very excited to win free money to add to his account,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A1GK40XYRMZHP7,28,40,65,100,0.36,0.4,0.24,40,0.36,0.909,He is most likely happy just winning some money; but a little disappointed that he didn't hit a higher number.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A3QB0Z9AN62HFH,28,40,65,100,0.36,0.4,0.24,40,0.36,0.099,Eric feels good. That's $40 more than he had before. I bet he's anxious to spin again,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
AQEVAKQLI09EN,28,40,65,100,0.36,0.4,0.24,40,0.36,0.939,I think he feels happy that he's won 40 dollars. I think he's optimistic even though he won the least money on the wheel.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
AQC0SZA1E9QO7,28,40,65,100,0.36,0.4,0.24,40,0.36,0.816,Bob probably feels okay. He probably feels a little disappointed; though; because he won the least amount of money possible. He's probably still reasonably happy to have won money in the first place; though.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A2VN8Q8X7WWIM,28,40,65,100,0.36,0.4,0.24,40,0.36,0.206,He would be happy too. more is better though. more woohoo's for him I am sure.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A2ZAI1UI3BONP9,28,40,65,100,0.36,0.4,0.24,40,0.36,0.44,Frank is likely upset; as he won the least amount of money possible; but likely doesn't feel any additional negative feelings; as his odds of winning a higher amount were not better.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
ADJ24P3SDIKOA,28,40,65,100,0.36,0.4,0.24,40,0.36,0.053,i think he was happy at first because he won something. he got a little disappointed that he won the smallest amount of money.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A80VSGAD9H8VE,28,40,65,100,0.36,0.4,0.24,40,0.36,0.83,He was somewhat happy and not surprised since the odds were in favor of him getting the lesser value.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A248JGBG1U24Y8,28,40,65,100,0.36,0.4,0.24,40,0.36,0.956,I think he is disappointed that he did not land on $65 or $100.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A3PR3TT31JCSEN,28,40,65,100,0.36,0.4,0.24,40,0.36,0.269,Alright with what he won; 65 isnt too much more than 40 and the 100 was much smaller,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A3PPCEDYR2EB22,28,40,65,100,0.36,0.4,0.24,40,0.36,0.849,He feels ok that he won some money but is frustrated that he didn't win more.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
AZ4MMVSAY9L3X,28,40,65,100,0.36,0.4,0.24,40,0.36,0.814,Steve probably feels a little disappointed as $40 was the least he could have one and the majority of the wheel was covered by higher amounts.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
AT8TGZHM997JZ,28,40,65,100,0.36,0.4,0.24,40,0.36,0.587,upset it wasnt a larger amount and odds were about even,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A2OKWUWYQBDVPB,28,40,65,100,0.36,0.4,0.24,40,0.36,0.309,Jake is happy he won $40; but probably wishes he won a higher amount.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A22CF8BF9YQND7,28,40,65,100,0.36,0.4,0.24,40,0.36,0.701,John is unhappy with his $40. He truly expected to at least win $65 with this spin; and potentially $100; so the $40 has left him unhappy. ,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A09281221R5UN2B9X8VQQ,28,40,65,100,0.36,0.4,0.24,40,0.36,0.145,I think Tom feels okay about winning the $40 prize.  It is the least amount but it is still a fair amount of money.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A3BY68N6X2BEGS,28,40,65,100,0.36,0.4,0.24,40,0.36,0.596,Aw; Alex feels disappointed.  He made the smallest amount possible.  He wasn't even close to the others; but he is not completely destroyed as he still won $40!  He'll probably reflect about his spin for a while!,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A2ICGX21IQ48M9,28,40,65,100,0.36,0.4,0.24,40,0.36,0.271,Probably expected it but was a little disappointed because it was the smallest amount of money. He probably had hoped he could have had at least $25 more since the sections were the same size.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
AXY1P1O4Y4CEL,28,40,65,100,0.36,0.4,0.24,40,0.36,0.403,Kinda disappointed.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A2HR7ZIX42FEPG,28,40,65,100,0.36,0.4,0.24,40,0.36,0.889,He is probably bummed out by not having won 100 dollars because it a lot of money. He is also bummed out because of the fact that he was fairly close to 65 dollars. ,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A2Y6NKGAGWT3OL,28,40,65,100,0.36,0.4,0.24,40,0.36,0.976,ugh; he was so close to winning $65; and that was the most likely; too.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A324HA2AP7AU8Q,28,40,65,100,0.36,0.4,0.24,40,0.36,0.78,Jacob was sad to get the lowest amount of money; especially because he had an equal chance to get 65,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
AZCV8JQ2NEFN8,28,40,65,100,0.36,0.4,0.24,40,0.36,0.377,He's very glad to have won something; even if it was the smaller amount. He feels the odds were fairly good. A little extra pocket change is great.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A8ZI8HDFJMEWJ,28,40,65,100,0.36,0.4,0.24,40,0.36,0.311,I think Eric is dissapointed because he won the least amount possible.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A1MKYMYY34DZIO,28,40,65,100,0.36,0.4,0.24,40,0.36,0.793,He feels okay. He was hoping to win at least $65 since it's the largest section.,1,64.4,-24.4,4.833333333,3.166666667,3.166666667,4.083333333,2.25,1.583333333,4.25,5,-2.559547868,0.35389679,0
A3FMBZRXBR0BH6,29,40,65,100,0.38,0.34,0.28,65,0.34,0.29,Good,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A2SJ48G1X5OSN8,29,40,65,100,0.38,0.34,0.28,65,0.34,0.93,He'd be pretty pleased; because it's more than the minimum win possibility.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
AHF6VA262YIW1,29,40,65,100,0.38,0.34,0.28,65,0.34,0.821,I feel Enthusiastic!  Can go play at yhe casino.  Can buy me some drinks!,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A1137NSU9JOCHK,29,40,65,100,0.38,0.34,0.28,65,0.34,0.791,happy to win something,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A2OKWUWYQBDVPB,29,40,65,100,0.38,0.34,0.28,65,0.34,0.817,Frank is content that he won $65; but his probably disappointed he didn't win $100.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
AHY4ZL9KJP8QQ,29,40,65,100,0.38,0.34,0.28,65,0.34,0.41,Happy he won more than 40; but disappointed he didn't win 100.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
ARI7XTF8WJTI8,29,40,65,100,0.38,0.34,0.28,65,0.34,0.528,Bob is probably glad he got $65 since the chance of spinning $40 and $65 was exactly the same.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A80VSGAD9H8VE,29,40,65,100,0.38,0.34,0.28,65,0.34,0.681,He was extremely happy since the odds were significantly against him in winning the top prize.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A12E0YAXVLAJOW,29,40,65,100,0.38,0.34,0.28,65,0.34,0.71,Jake is elated that he's got an extra $65 in his pocket. Any amount won on this wheel would be great.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A8ZI8HDFJMEWJ,29,40,65,100,0.38,0.34,0.28,65,0.34,0.223,I think he was happy he won more than the least; yet less than the most. ,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A248JGBG1U24Y8,29,40,65,100,0.38,0.34,0.28,65,0.34,0.617,I think he is probably satisfied with $65 since it is the middle amount. ,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A15BTZ2F2YSQ8I,29,40,65,100,0.38,0.34,0.28,65,0.34,0.924,Scott is probably satisfied by playing.  Not the highest winnings and not the lowest.  He had an equal opportunity (or at least close) to win just about any of the amounts.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
A3VPLXGSHH2R9S,29,40,65,100,0.38,0.34,0.28,65,0.34,0.96,a little sad since he was close to winning the 100.,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
ADJ24P3SDIKOA,29,40,65,100,0.38,0.34,0.28,65,0.34,0.494,happy he just won 65$. 65$ is a good amount and hes content ,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
ATNPYNSA58YEV,29,40,65,100,0.38,0.34,0.28,65,0.34,0.898,Mike is moderately excited he won $65. He is a little disappointed he did not win $100. ,2,65.3,-0.3,6.133333333,2.533333333,1.6,3.866666667,1.2,1,5.6,3.4,0.366691771,1.214497732,0
